customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2195-ZRVAX,Female,0,Yes,No,0.5988611764587796,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.6791693667682869,0.7752443300549928,Yes
9722-UJOJR,Male,0,Yes,Yes,-0.13810258466923891,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.19560915406128787,-0.1397849859012221,Yes
8224-UAXBZ,Female,0,Yes,No,1.0492279193703464,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,-0.6485440694959478,0.10999943707004486,No
8614-VGMMV,Female,0,No,No,-0.7112966211021422,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.5239151486951747,-0.7121063619025197,Yes
2904-GGUAZ,Female,0,Yes,No,1.6224219558032498,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.6376263931680293,1.661884031335984,No
6397-JNZZG,Female,1,Yes,No,0.43509145176366437,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),-0.3095534049178454,0.022555005253286048,Yes
4598-XLKNJ,Female,1,Yes,No,-0.3018723093643541,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.117863167987008,0.0986877773706562,Yes
8739-QOTTN,Female,0,Yes,No,-1.2435482263612667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4794035415011009,-0.9938815724611205,No
1635-FJFCC,Female,0,No,No,-1.1207209328399304,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6917487620402158,-0.9230511408278388,No
1794-SWWKL,Male,0,Yes,Yes,-0.7112966211021422,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.17329245150900022,-0.6292351987532874,No
0486-LGCCH,Male,0,Yes,Yes,-0.8750663457972574,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5026676067172453,-0.9126232045424649,No
6509-TSGWN,Female,0,Yes,Yes,0.18943686472099153,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.2766738303318435,-0.6095723527914593,No
4078-SAYYN,Female,0,No,No,-0.8750663457972574,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1926405204674717,-0.5131802214078012,Yes
7088-FBAWU,Female,0,Yes,Yes,-0.6294117587545845,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,0.32189979380607103,-0.47515802151981695,No
5268-DSMNQ,Female,1,Yes,No,1.2129976440654617,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),1.0995842596028946,1.6107606318352312,No
1666-JZPZT,Male,0,No,No,-0.2199874470167965,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.5272385865831954,-0.44177536955541,No
9621-OUPYD,Female,0,Yes,No,-0.3018723093643541,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.4843886983331318,-0.787951923910335,No
0608-JDVEC,Male,0,Yes,No,0.721688469980116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,-1.4976824498852144,-0.5646792033595103,No
0979-PHULV,Male,0,Yes,Yes,1.4995946622819134,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1494358279232038,2.0840166131254763,Yes
9891-NQDBD,Female,0,Yes,No,-0.1790450158430177,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.3065847713240293,-0.7153540454490239,No
6169-PPETC,Male,0,Yes,Yes,0.10755200237343392,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4744183846690702,-0.6768457976833315,No
8873-TMKGR,Male,0,No,No,-0.13810258466923891,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5209465151013586,-0.7784077110389759,No
4832-VRBMR,Male,1,Yes,No,1.335824937586798,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.2724030297799667,1.9889500668628404,No
2878-DHMIN,Male,0,Yes,Yes,0.10755200237343392,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-1.494359011997194,-0.7180935880324697,No
6582-PLFUU,Male,0,Yes,Yes,0.7626309011538948,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.505991044605266,-0.5321802748091182,No
3859-CVCET,Female,0,No,No,-1.161663364013709,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.638573755831886,-0.9279558057756205,Yes
2040-LDIWQ,Male,0,Yes,Yes,1.335824937586798,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6426115500000604,1.3403191740613696,No
3511-APPBJ,Male,0,No,No,-0.38375717171191176,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1660530173633068,0.000704943841771618,No
3865-QBWSJ,Male,1,No,Yes,0.23037929589477033,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5179826291992874,0.38508044276748393,No
5019-GQVCR,Male,1,No,No,0.43509145176366437,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6642138962721941,0.5984775541666939,No
5197-YPYBZ,Female,0,Yes,Yes,-0.8341239146234786,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.316555084988091,-0.8909940739844541,No
4837-QUSFT,Female,0,Yes,No,1.335824937586798,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),1.1726998931393482,1.923134765604092,No
0916-QOFDP,Female,1,Yes,Yes,-0.752239052275921,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0281303450104513,-0.41749506875535497,No
6331-EWIEB,Male,0,No,No,-0.5065844652332482,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6775076478242767,-0.2459643540950934,Yes
5181-OABFK,Female,0,Yes,Yes,0.9673430570227888,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),-0.11845572635666014,0.46644927611289144,No
6743-HHQPF,Male,0,Yes,No,0.39414902058988555,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.3215402418201219,-0.5275849130562414,No
1391-UBDAR,Male,0,No,No,-0.8750663457972574,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.26706306865373125,-0.6507317707991959,No
7314-OXENN,Male,0,No,No,-1.2435482263612667,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5694959164636068,-0.9307837207004678,Yes
1465-WCZVT,Female,0,Yes,Yes,-1.2026057951874878,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5026676067172453,-0.9855745723693818,No
3428-XZMAZ,Male,0,No,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14908102362899908,-0.9817303755184178,Yes
1093-YSWCA,Male,0,No,No,-0.8750663457972574,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.505991044605266,-0.913772044980684,No
1230-QAJDW,Male,0,No,No,-1.2026057951874878,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.012820070220154156,-0.9196267125985317,No
8605-ITULD,Female,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.505991044605266,-1.0037350885273848,No
2181-TIDSV,Male,0,Yes,Yes,1.4586522311081345,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.4926972930531834,-0.4365172152420223,No
1722-LDZJS,Male,0,Yes,Yes,0.8445157635014524,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.4843886983331318,-0.5403989025594552,No
5298-GSTLM,Female,1,No,No,1.131112781717904,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.214242866739606,1.7168295346023508,No
4274-DRSQT,Female,0,No,No,1.3767673687605768,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),0.7988131307370293,1.6388409433155497,No
9473-CBZOP,Female,0,No,No,-0.1790450158430177,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,-0.19489479778113414,-0.28133538374103345,No
6705-LXORM,Female,1,Yes,No,-1.1207209328399304,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.17234508884514346,-0.8786661323589484,No
2778-OCLGR,Male,1,Yes,No,-0.34281474053813293,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),-0.856258937497236,-0.5831932088831192,Yes
5906-CVLHP,Female,0,Yes,Yes,0.516976314111222,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),-0.3560815353501339,0.012657303016321092,Yes
6137-NICCO,Female,0,Yes,Yes,-1.0797785016661514,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,0.9699701819700906,-0.7831577243893051,No
8348-JLBUG,Male,1,Yes,No,1.2948825064130192,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),0.5129974723672562,1.204756002351508,No
1930-WNXSB,Male,0,Yes,Yes,1.0492279193703464,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9300889273138431,1.3317249638600763,No
6015-VVHHE,Female,1,No,No,-1.1207209328399304,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.607715452175844,-0.815281070488741,Yes
7869-ZYDST,Male,0,Yes,No,-0.056217722321681304,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.19323307883712393,-0.18043626294590026,No
0939-YAPAF,Female,0,No,No,0.10755200237343392,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1760233310273687,0.546337872739824,Yes
9294-TDIPC,Male,0,No,Yes,-1.1207209328399304,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4843886983331318,-0.9753675669375116,No
6692-YQHXC,Male,0,No,No,-0.6703541899283634,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.16902165095712304,-0.47970919710199283,No
8999-XXGNS,Female,1,Yes,No,1.6224219558032498,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.3588124148685023,2.3589650603108128,No
1150-FTQGN,Female,0,Yes,Yes,1.131112781717904,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),0.9732936198581115,1.5556383838860617,No
6651-RLGGM,Male,0,Yes,Yes,1.4177097999343558,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.2816589871638746,-0.2661132479346295,No
5684-FJVYR,Female,0,Yes,Yes,1.6224219558032498,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.8470029801133278,1.8877416428728016,No
9447-YPTBX,Female,0,Yes,No,0.721688469980116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.496020730941204,-0.5956537090207271,No
2740-JFBOK,Male,0,No,No,-0.9160087769710362,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.3580980585883486,-0.9122697151768588,No
6108-OQZDQ,Female,0,Yes,Yes,-1.161663364013709,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0995842596028946,-0.8424776585550446,Yes
0722-TROQR,Female,1,No,No,-1.161663364013709,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3335318264141435,-0.8702044806697572,Yes
2504-DSHIH,Male,1,Yes,No,-0.38375717171191176,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.7290209350885961,-0.1393210311088644,No
6229-LSCKB,Male,1,No,No,-1.0797785016661514,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.4930568450391328,-0.7925030994925111,No
9169-BSVIN,Male,0,No,No,-0.8341239146234786,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.32854666958211237,-0.6469317601189325,No
9512-PHSMG,Female,0,Yes,No,-0.9160087769710362,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.47275666572506,-0.9006929384532658,No
1319-YLZJG,Male,0,Yes,No,-0.8341239146234786,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6559053015521426,-0.5882304323430032,No
0628-CNQRM,Male,0,Yes,Yes,-0.42469960288569053,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),0.08759742270061795,-0.3301169161946473,Yes
2452-SNHFZ,Female,0,No,No,0.5988611764587796,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.35181073479825675,0.554070452612453,No
7079-QRCBC,Female,0,No,No,-0.34281474053813293,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1261717627070595,0.05132020237946608,Yes
0866-QLSIR,Female,0,No,No,0.06660957119965512,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,-0.015429151828020864,-0.08943484438773212,Yes
6549-YMFAW,Male,1,Yes,No,-0.956951208144815,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4494926005089155,-0.9219906727310211,No
0618-XWMSS,Male,0,No,Yes,-0.1790450158430177,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3335318264141435,-0.09836045086928095,Yes
2954-PIBKO,Female,0,Yes,Yes,1.4995946622819134,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),-0.023737746548072397,0.8673504028806794,No
4450-YOOHP,Female,0,No,No,0.2713217270685491,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),-0.4724018614308554,-0.17045018836753362,No
1258-YMZNM,Female,1,No,No,-0.2199874470167965,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.5166757145494814,0.25029052904488525,No
5857-XRECV,Female,0,No,Yes,-1.2435482263612667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4744183846690702,-0.995472274606347,No
7298-IZWLY,Female,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.510976201437297,-1.0038013677834359,No
8079-XRJRS,Male,0,Yes,No,1.335824937586798,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,0.8270623527852042,1.5369918198503507,Yes
3482-ABPKK,Female,0,No,No,-0.1790450158430177,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,-0.35109637851810305,-0.3291227273538807,No
7613-LLQFO,Male,0,No,No,-0.8341239146234786,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.650920144720112,-0.5441989132397187,Yes
0390-DCFDQ,Female,1,Yes,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.1856388403972261,-0.9812443276407097,Yes
2640-PMGFL,Male,0,No,Yes,-0.2199874470167965,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.4864099692630915,-0.048871939684455364,Yes
7008-LZVOZ,Male,0,Yes,Yes,1.3767673687605768,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.3148933660440807,-0.2734260591856016,No
7921-BEPCI,Female,0,No,No,1.6224219558032498,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),-0.16996901362097955,0.8721666954870597,No
2205-LPVGL,Male,1,Yes,Yes,1.0492279193703464,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.8303857906732247,1.2524991597936546,No
3811-VBYBZ,Male,0,No,No,-1.0388360704923727,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1610678605312759,-0.7148900906566662,Yes
2979-SXESE,Female,0,Yes,Yes,-0.6294117587545845,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.981602214578163,-0.30221334939713174,Yes
1299-AURJA,Female,0,Yes,Yes,1.5405370934556921,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3348339933722042,-0.26743883305565164,No
9244-ZVAPM,Male,0,No,No,-1.2844906575350454,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6402354747758963,-0.9922245910598428,No
8592-PLTMQ,Female,0,No,No,1.2948825064130192,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.3348339933722042,-0.2865051657130197,No
3537-HPKQT,Female,0,Yes,No,0.9264006258490101,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.42824980622273073,0.8727853018768699,No
0549-CYCQN,Male,1,No,No,0.7626309011538948,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),0.4897334071511119,0.7438942419428197,No
4548-SDBKE,Female,0,No,No,-1.1207209328399304,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6758459288802665,-0.8025775464122791,Yes
1557-EMYVT,Female,0,No,No,0.43509145176366437,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.6678921384544192,1.1505837570724045,No
7056-IMHCC,Male,1,Yes,No,0.8445157635014524,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.230860056179709,1.4396938719673271,Yes
9625-RZFUK,Male,0,Yes,Yes,1.2539400752392404,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5010058877732348,-0.4486242260140243,No
2346-CZYIL,Male,0,No,No,-0.2199874470167965,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4794035415011009,-0.7774798014542604,No
